"UnitCode","Year","Visits"
"DESO",1992,1090278
"DESO",1993,1145322
"DESO",1994,1327042
"DESO",1995,1121214
"DESO",1996,1092494
"DESO",1997,1174654
"DESO",1998,1283800
"DESO",1999,1460178
"DESO",2000,1343134
"DESO",2001,1172796
"DESO",2002,1029064
"DESO",2003,1440210
"DESO",2004,1254602
"DESO",2005,1272908
"DESO",2006,1301158
"DESO",2007,1382470
"DESO",2008,1409502
"DESO",2009,1307018
"DESO",2010,1406650
"DESO",2011,1884958
"DESO",2012,2294798
"DESO",2013,1483598
"DESO",2014,1812804
"DESO",2015,1556330
"DESO",2016,1232054
"DESO",2017,1236776
"DESO",2018,1118264
"DESO",2019,995766
"DESO",2020,1039404
"DESO",2021,1178612
"DESO",2022,917694
"DESO",2023,1229026
"DESO",2024,821586
"DETO",1979,1552473
"DETO",1980,1466305
"DETO",1981,2038921
"DETO",1982,1858306
"DETO",1983,1889719
"DETO",1984,1570076
"DETO",1985,1544448
"DETO",1986,2043055
"DETO",1987,2299823
"DETO",1988,2399192
"DETO",1989,2460633
"DETO",1990,2972625
"DETO",1991,3161052
"DETO",1992,3179080
"DETO",1993,2950348
"DETO",1994,3150759
"DETO",1995,4108412
"DETO",1996,3546289
"DETO",1997,3151785
"DETO",1998,3139093
"DETO",1999,3188689
"DETO",2000,2931684
"DETO",2001,2964771
"DETO",2002,3184000
"DETO",2003,3132930
"DETO",2004,3055833
"DETO",2005,2899462
"DETO",2006,2600474
"DETO",2007,2555006
"DETO",2008,2882734
"DETO",2009,3150182
"DETO",2010,3529869
"DETO",2011,3161221
"DETO",2012,3198941
"DETO",2013,3206903
"DETO",2014,3416172
"DETO",2015,3789509
"DETO",2016,3990724
"DETO",2017,4032041
"DETO",2018,3799965
"DETO",2019,3527307
"DETO",2020,2888400
"DETO",2021,3920364
"DETO",2022,3450826
"DETO",2023,3662948
"DETO",2024,3972445
"DEVA",1979,17657288
"DEVA",1980,16723488
"DEVA",1981,17313390
"DEVA",1982,18896817
"DEVA",1983,18556712
"DEVA",1984,17158174
"DEVA",1985,16568904
"DEVA",1986,16557934
"DEVA",1987,17256340
"DEVA",1988,18463763
"DEVA",1989,17195958
"DEVA",1990,16932988
"DEVA",1991,16945580
"DEVA",1992,18478647
"DEVA",1993,19229146
"DEVA",1994,19074155
"DEVA",1995,20471238
"DEVA",1996,20621958
"DEVA",1997,19906664
"DEVA",1998,20675483
"DEVA",1999,21387136
"DEVA",2000,20250022
"DEVA",2001,18046426
"DEVA",2002,16669986
"DEVA",2003,18388020
"DEVA",2004,14651109
"DEVA",2005,16703660
"DEVA",2006,15110718
"DEVA",2007,14101429
"DEVA",2008,16230287
"DEVA",2009,16100226
"DEVA",2010,18411234
"DEVA",2011,17969444
"DEVA",2012,17241863
"DEVA",2013,16225028
"DEVA",2014,18254633
"DEVA",2015,19393611
"DEVA",2016,23069542
"DEVA",2017,22695081
"DEVA",2018,27799934
"DEVA",2019,28462662
"DEVA",2020,15154846
"DEVA",2021,20580577
"DEVA",2022,20389690
"DEVA",2023,19291799
"DEVA",2024,24586151
"DEWA",1979,21284018
"DEWA",1980,28301720
"DEWA",1981,28473188
"DEWA",1982,25408712
"DEWA",1983,31737486
"DEWA",1984,32137966
"DEWA",1985,30072468
"DEWA",1986,30090406
"DEWA",1987,35414286
"DEWA",1988,39613884
"DEWA",1989,40702406
"DEWA",1990,36827604
"DEWA",1991,46894172
"DEWA",1992,45018354
"DEWA",1993,47313764
"DEWA",1994,53706970
"DEWA",1995,52514232
"DEWA",1996,51817284
"DEWA",1997,53160948
"DEWA",1998,55265962
"DEWA",1999,55362424
"DEWA",2000,54641132
"DEWA",2001,54357132
"DEWA",2002,56150392
"DEWA",2003,54726310
"DEWA",2004,54623358
"DEWA",2005,55244246
"DEWA",2006,57801090
"DEWA",2007,52613038
"DEWA",2008,56341384
"DEWA",2009,57112336
"DEWA",2010,57626532
"DEWA",2011,54784646
"DEWA",2012,54199912
"DEWA",2013,53287980
"DEWA",2014,44771008
"DEWA",2015,41589486
"DEWA",2016,39075134
"DEWA",2017,36297310
"DEWA",2018,34757078
"DEWA",2019,35706830
"DEWA",2020,41966578
"DEWA",2021,44990664
"DEWA",2022,45631998
"DEWA",2023,44178968
"DEWA",2024,43272428
"DINO",1979,4045060
"DINO",1980,4435069
"DINO",1981,4505913
"DINO",1982,4684146
"DINO",1983,4774201
"DINO",1984,4840899
"DINO",1985,4702234
"DINO",1986,4877463
"DINO",1987,5112170
"DINO",1988,5414429
"DINO",1989,5347432
"DINO",1990,5417134
"DINO",1991,5295800
"DINO",1992,6032854
"DINO",1993,6340688
"DINO",1994,5993325
"DINO",1995,6447415
"DINO",1996,6223037
"DINO",1997,5993925
"DINO",1998,5659337
"DINO",1999,5626113
"DINO",2000,5487057
"DINO",2001,4697167
"DINO",2002,4179938
"DINO",2003,4239083
"DINO",2004,4713696
"DINO",2005,5031226
"DINO",2006,4239645
"DINO",2007,3794013
"DINO",2008,3876105
"DINO",2009,3632247
"DINO",2010,3783593
"DINO",2011,3334437
"DINO",2012,3888553
"DINO",2013,3927359
"DINO",2014,4019229
"DINO",2015,4436596
"DINO",2016,4427396
"DINO",2017,4276731
"DINO",2018,4273195
"DINO",2019,4444950
"DINO",2020,3337964
"DINO",2021,4858118
"DINO",2022,5013180
"DINO",2023,5131227
"DINO",2024,4990710
"DRTO",1979,1045352
"DRTO",1980,958019
"DRTO",1981,996185
"DRTO",1982,1111497
"DRTO",1983,993021
"DRTO",1984,998056
"DRTO",1985,1043958
"DRTO",1986,1240210
"DRTO",1987,1262139
"DRTO",1988,1449180
"DRTO",1989,1459895
"DRTO",1990,1607664
"DRTO",1991,1764880
"DRTO",1992,2109484
"DRTO",1993,2017649
"DRTO",1994,1546337
"DRTO",1995,1368366
"DRTO",1996,1467568
"DRTO",1997,1659290
"DRTO",1998,1916074
"DRTO",1999,2241000
"DRTO",2000,2561759
"DRTO",2001,2464033
"DRTO",2002,2240188
"DRTO",2003,1944520
"DRTO",2004,1849300
"DRTO",2005,1672138
"DRTO",2006,1769776
"DRTO",2007,1597138
"DRTO",2008,1786360
"DRTO",2009,1485840
"DRTO",2010,1478556
"DRTO",2011,2040714
"DRTO",2012,1632022
"DRTO",2013,1582220
"DRTO",2014,1694662
"DRTO",2015,2095406
"DRTO",2016,2149560
"DRTO",2017,1529706
"DRTO",2018,1698912
"DRTO",2019,1495272
"DRTO",2020,914230
"DRTO",2021,1504694
"DRTO",2022,1444672
"DRTO",2023,1505266
"DRTO",2024,1488014
"EDAL",1980,10196
"EDAL",1981,56220
"EDAL",1982,50380
"EDAL",1983,55432
"EDAL",1984,72712
"EDAL",1985,61016
"EDAL",1986,49460
"EDAL",1987,46736
"EDAL",1988,56640
"EDAL",1989,48956
"EDAL",1990,46552
"EDAL",1991,52136
"EDAL",1992,64232
"EDAL",1993,55292
"EDAL",1994,59156
"EDAL",1995,53772
"EDAL",1996,62196
"EDAL",1997,70528
"EDAL",1998,55860
"EDAL",1999,67184
"EDAL",2000,2520
"EDAL",2001,50208
"EDAL",2002,49256
"EDAL",2003,43320
"EDAL",2004,44020
"EDAL",2005,47516
"EDAL",2006,49636
"EDAL",2007,57032
"EDAL",2008,51844
"EDAL",2009,69852
"EDAL",2010,66336
"EDAL",2011,58844
"EDAL",2012,76416
"EDAL",2013,23536
"EDAL",2014,54804
"EDAL",2015,55448
"EDAL",2016,59308
"EDAL",2017,59512
"EDAL",2018,65256
"EDAL",2019,62108
"EDAL",2020,9672
"EDAL",2021,0
"EDAL",2022,42904
"EDAL",2023,61892
"EDAL",2024,32524
"EDIS",1979,331892
"EDIS",1980,278960
"EDIS",1981,281930
"EDIS",1982,277440
"EDIS",1983,246496
"EDIS",1984,254274
"EDIS",1985,195594
"EDIS",1986,217438
"EDIS",1987,246132
"EDIS",1988,339678
"EDIS",1989,335606
"EDIS",1990,307776
"EDIS",1991,345660
"EDIS",1992,345412
"EDIS",1993,284654
"EDIS",1994,266880
"EDIS",1995,263256
"EDIS",1996,243352
"EDIS",1997,312584
"EDIS",1998,283076
"EDIS",1999,125786
"EDIS",2000,60300
"EDIS",2001,252564
"EDIS",2002,260922
"EDIS",2003,16498
"EDIS",2004,0
"EDIS",2005,0
"EDIS",2006,44996
"EDIS",2007,42334
"EDIS",2008,117970
"EDIS",2009,99084
"EDIS",2010,435318
"EDIS",2011,167050
"EDIS",2012,157242
"EDIS",2013,137738
"EDIS",2014,147654
"EDIS",2015,166590
"EDIS",2016,161224
"EDIS",2017,273530
"EDIS",2018,225890
"EDIS",2019,191458
"EDIS",2020,28466
"EDIS",2021,71570
"EDIS",2022,158402
"EDIS",2023,181765
"EDIS",2024,164551
"EFMO",1979,296158
"EFMO",1980,418064
"EFMO",1981,452240
"EFMO",1982,514066
"EFMO",1983,569208
"EFMO",1984,517250
"EFMO",1985,522390
"EFMO",1986,481344
"EFMO",1987,496248
"EFMO",1988,596110
"EFMO",1989,619134
"EFMO",1990,648706
"EFMO",1991,721834
"EFMO",1992,811956
"EFMO",1993,592768
"EFMO",1994,651802
"EFMO",1995,509638
"EFMO",1996,660306
"EFMO",1997,538824
"EFMO",1998,496726
"EFMO",1999,565712
"EFMO",2000,545754
"EFMO",2001,561734
"EFMO",2002,528228
"EFMO",2003,560416
"EFMO",2004,657824
"EFMO",2005,622632
"EFMO",2006,634192
"EFMO",2007,620676
"EFMO",2008,483674
"EFMO",2009,550052
"EFMO",2010,561054
"EFMO",2011,580644
"EFMO",2012,552358
"EFMO",2013,500090
"EFMO",2014,547258
"EFMO",2015,576108
"EFMO",2016,543178
"EFMO",2017,471854
"EFMO",2018,391838
"EFMO",2019,461882
"EFMO",2020,130380
"EFMO",2021,469948
"EFMO",2022,397760
"EFMO",2023,435368
"EFMO",2024,436640
"EISE",1980,984900
"EISE",1981,1089732
"EISE",1982,895298
"EISE",1983,895474
"EISE",1984,833410
"EISE",1985,829946
"EISE",1986,795868
"EISE",1987,718128
"EISE",1988,714024
"EISE",1989,691460
"EISE",1990,691428
"EISE",1991,661664
"EISE",1992,547068
"EISE",1993,537350
"EISE",1994,632678
"EISE",1995,543806
"EISE",1996,447460
"EISE",1997,394252
"EISE",1998,407006
"EISE",1999,388506
"EISE",2000,399988
"EISE",2001,389098
"EISE",2002,397894
"EISE",2003,358890
"EISE",2004,375810
"EISE",2005,351880
"EISE",2006,365264
"EISE",2007,362686
"EISE",2008,367938
"EISE",2009,333904
"EISE",2010,318294
"EISE",2011,301714
"EISE",2012,277086
"EISE",2013,307728
"EISE",2014,302846
"EISE",2015,282760
"EISE",2016,288860
"EISE",2017,263104
"EISE",2018,218586
"EISE",2019,245840
"EISE",2020,41218
"EISE",2021,87960
"EISE",2022,115700
"EISE",2023,513948
"EISE",2024,642024
"ELMA",1988,237700
"ELMA",1989,538972
"ELMA",1990,805642
"ELMA",1991,702516
"ELMA",1992,783464
"ELMA",1993,935132
"ELMA",1994,1038798
"ELMA",1995,1037152
"ELMA",1996,1062134
"ELMA",1997,1113742
"ELMA",1998,984718
"ELMA",1999,1116542
"ELMA",2000,805370
"ELMA",2001,1215218
"ELMA",2002,1184522
"ELMA",2003,1535840
"ELMA",2004,1386810
"ELMA",2005,1189956
"ELMA",2006,1099480
"ELMA",2007,1128530
"ELMA",2008,1174066
"ELMA",2009,1252230
"ELMA",2010,1374250
"ELMA",2011,1071200
"ELMA",2012,1149102
"ELMA",2013,1380906
"ELMA",2014,1642416
"ELMA",2015,1746140
"ELMA",2016,1576208
"ELMA",2017,1617054
"ELMA",2018,1545490
"ELMA",2019,1591038
"ELMA",2020,1395142
"ELMA",2021,1819086
"ELMA",2022,1629348
"ELMA",2023,1672874
"ELMA",2024,1638584
"ELMO",1979,211223
"ELMO",1980,213931
"ELMO",1981,188794
"ELMO",1982,212368
"ELMO",1983,204856
"ELMO",1984,217465
"ELMO",1985,408375
"ELMO",1986,485313
"ELMO",1987,510573
"ELMO",1988,553787
"ELMO",1989,589907
"ELMO",1990,591431
"ELMO",1991,615503
"ELMO",1992,717517
"ELMO",1993,683182
"ELMO",1994,738759
"ELMO",1995,692534
"ELMO",1996,616271
"ELMO",1997,604664
"ELMO",1998,622226
"ELMO",1999,611644
"ELMO",2000,514183
"ELMO",2001,562318
"ELMO",2002,512127
"ELMO",2003,472776
"ELMO",2004,529758
"ELMO",2005,451594
"ELMO",2006,455749
"ELMO",2007,462399
"ELMO",2008,414715
"ELMO",2009,444319
"ELMO",2010,448047
"ELMO",2011,396463
"ELMO",2012,391234
"ELMO",2013,356328
"ELMO",2014,409785
"ELMO",2015,469830
"ELMO",2016,512472
"ELMO",2017,567240
"ELMO",2018,606227
"ELMO",2019,626491
"ELMO",2020,328811
"ELMO",2021,598149
"ELMO",2022,540828
"ELMO",2023,460462
"ELMO",2024,480630
"ELRO",1985,154062
"ELRO",1986,151566
"ELRO",1987,143536
"ELRO",1988,144696
"ELRO",1989,182150
"ELRO",1990,214160
"ELRO",1991,388154
"ELRO",1992,446818
"ELRO",1993,450684
"ELRO",1994,415000
"ELRO",1995,424400
"ELRO",1996,469998
"ELRO",1997,426136
"ELRO",1998,426742
"ELRO",1999,328524
"ELRO",2000,384794
"ELRO",2001,430066
"ELRO",2002,355950
"ELRO",2003,294222
"ELRO",2004,268832
"ELRO",2005,263456
"ELRO",2006,72468
"ELRO",2007,299236
"ELRO",2008,268162
"ELRO",2009,271972
"ELRO",2010,265332
"ELRO",2011,250364
"ELRO",2012,275244
"ELRO",2013,218434
"ELRO",2014,302288
"ELRO",2015,323946
"ELRO",2016,317402
"ELRO",2017,338108
"ELRO",2018,273240
"ELRO",2019,238156
"ELRO",2020,47878
"ELRO",2021,62062
"ELRO",2022,95384
"ELRO",2023,85948
"ELRO",2024,118492
"EUON",1985,15832
"EUON",1986,14818
"EUON",1987,27552
"EUON",1988,30718
"EUON",1989,28562
"EUON",1990,28132
"EUON",1991,25498
"EUON",1992,28722
"EUON",1993,22938
"EUON",1994,21820
"EUON",1995,23670
"EUON",1996,31404
"EUON",1997,27952
"EUON",1998,30094
"EUON",1999,29734
"EUON",2000,36860
"EUON",2001,38334
"EUON",2002,59206
"EUON",2003,39646
"EUON",2004,32332
"EUON",2005,32890
"EUON",2006,64458
"EUON",2007,18824
"EUON",2008,26536
"EUON",2009,30546
"EUON",2010,71452
"EUON",2011,20286
"EUON",2012,19444
"EUON",2013,18388
"EUON",2014,17984
"EUON",2015,23526
"EUON",2016,23494
"EUON",2017,21418
"EUON",2018,20332
"EUON",2019,18992
"EUON",2020,45244
"EUON",2021,73332
"EUON",2022,67722
"EUON",2023,58446
"EUON",2024,64670
"EVER",1979,13829136
"EVER",1980,12844219
"EVER",1981,10237555
"EVER",1982,12499764
"EVER",1983,11684274
"EVER",1984,11343232
"EVER",1985,10611695
"EVER",1986,13974513
"EVER",1987,15116954
"EVER",1988,16576070
"EVER",1989,17686439
"EVER",1990,17917766
"EVER",1991,20389138
"EVER",1992,13464226
"EVER",1993,13610704
"EVER",1994,12553213
"EVER",1995,12030256
"EVER",1996,14165722
"EVER",1997,13493279
"EVER",1998,14471688
"EVER",1999,14404977
"EVER",2000,14868607
"EVER",2001,15498687
"EVER",2002,15265461
"EVER",2003,14912179
"EVER",2004,15278923
"EVER",2005,13002152
"EVER",2006,8788967
"EVER",2007,11482102
"EVER",2008,8983498
"EVER",2009,9143584
"EVER",2010,9048047
"EVER",2011,8635702
"EVER",2012,9800109
"EVER",2013,9198763
"EVER",2014,9851236
"EVER",2015,10609591
"EVER",2016,9002347
"EVER",2017,9632065
"EVER",2018,6395970
"EVER",2019,12310488
"EVER",2020,10113172
"EVER",2021,11649104
"EVER",2022,14637964
"EVER",2023,11789250
"EVER",2024,9705396
"FEHA",1979,257766
"FEHA",1980,293750
"FEHA",1981,317690
"FEHA",1982,343882
"FEHA",1983,352798
"FEHA",1984,478372
"FEHA",1985,898156
"FEHA",1986,2495102
"FEHA",1987,1440808
"FEHA",1988,1281392
"FEHA",1989,1012412
"FEHA",1990,914552
"FEHA",1991,605626
"FEHA",1992,486214
"FEHA",1993,425538
"FEHA",1994,601774
"FEHA",1995,633414
"FEHA",1996,834556
"FEHA",1997,661352
"FEHA",1998,827516
"FEHA",1999,706070
"FEHA",2000,786354
"FEHA",2001,669366
"FEHA",2002,630392
"FEHA",2003,406416
"FEHA",2004,513548
"FEHA",2005,0
"FEHA",2006,38400
"FEHA",2007,426332
"FEHA",2008,675036
"FEHA",2009,745886
"FEHA",2010,624454
"FEHA",2011,607408
"FEHA",2012,574446
"FEHA",2013,460949
"FEHA",2014,448141
"FEHA",2015,599033
"FEHA",2016,1111078
"FEHA",2017,1155857
"FEHA",2018,819674
"FEHA",2019,920671
"FEHA",2020,49170
"FEHA",2021,14595
"FEHA",2022,158137
"FEHA",2023,320623
"FEHA",2024,278224
"FIIS",1979,7540780
"FIIS",1980,7539798
"FIIS",1981,5278153
"FIIS",1982,5572769
"FIIS",1983,5550315
"FIIS",1984,5232990
"FIIS",1985,5142307
"FIIS",1986,5202424
"FIIS",1987,7803945
"FIIS",1988,6937358
"FIIS",1989,7947381
"FIIS",1990,6126090
"FIIS",1991,8408815
"FIIS",1992,6461191
"FIIS",1993,6824614
"FIIS",1994,6117112
"FIIS",1995,6042711
"FIIS",1996,5228392
"FIIS",1997,6565752
"FIIS",1998,7263198
"FIIS",1999,7627553
"FIIS",2000,7414702
"FIIS",2001,7711985
"FIIS",2002,8036420
"FIIS",2003,6717927
"FIIS",2004,8359266
"FIIS",2005,7358006
"FIIS",2006,6580506
"FIIS",2007,7727494
"FIIS",2008,7684488
"FIIS",2009,7156152
"FIIS",2010,7500416
"FIIS",2011,6796412
"FIIS",2012,6327662
"FIIS",2013,5145162
"FIIS",2014,5227934
"FIIS",2015,5939042
"FIIS",2016,6262324
"FIIS",2017,5399883
"FIIS",2018,4540272
"FIIS",2019,5358360
"FIIS",2020,4184671
"FIIS",2021,4042803
"FIIS",2022,5301625
"FIIS",2023,4428156
"FIIS",2024,4349166
"FILA",2006,67314
"FILA",2007,65286
"FILA",2008,58620
"FILA",2009,62796
"FILA",2010,52596
"FILA",2011,49524
"FILA",2012,59418
"FILA",2013,60408
"FILA",2014,91956
"FILA",2015,77382
"FILA",2016,80268
"FILA",2017,78510
"FILA",2018,68682
"FILA",2019,65478
"FILA",2020,14436
"FILA",2021,39372
"FILA",2022,42876
"FILA",2023,67122
"FILA",2024,75852
"FLFO",1979,159124
"FLFO",1980,252090
"FLFO",1981,243566
"FLFO",1982,238092
"FLFO",1983,237008
"FLFO",1984,286964
"FLFO",1985,554698
"FLFO",1986,984172
"FLFO",1987,1162194
"FLFO",1988,1223182
"FLFO",1989,1298992
"FLFO",1990,735760
"FLFO",1991,326980
"FLFO",1992,392396
"FLFO",1993,363986
"FLFO",1994,447416
"FLFO",1995,410256
"FLFO",1996,407560
"FLFO",1997,388084
"FLFO",1998,357070
"FLFO",1999,366368
"FLFO",2000,368884
"FLFO",2001,357386
"FLFO",2002,281002
"FLFO",2003,303304
"FLFO",2004,274218
"FLFO",2005,266686
"FLFO",2006,250884
"FLFO",2007,250418
"FLFO",2008,254238
"FLFO",2009,287840
"FLFO",2010,293068
"FLFO",2011,276626
"FLFO",2012,281460
"FLFO",2013,262890
"FLFO",2014,284078
"FLFO",2015,309694
"FLFO",2016,329452
"FLFO",2017,320132
"FLFO",2018,353842
"FLFO",2019,344012
"FLFO",2020,269804
"FLFO",2021,331250
"FLFO",2022,297380
"FLFO",2023,281906
"FLFO",2024,324398
"FLNI",2007,574900
"FLNI",2008,544364
"FLNI",2009,598672
"FLNI",2010,551348
"FLNI",2011,1060984
"FLNI",2012,1271704
"FLNI",2013,1063696
"FLNI",2014,1136904
"FLNI",2015,1348868
"FLNI",2016,1540492
"FLNI",2017,1456328
"FLNI",2018,2097956
"FLNI",2019,2261736
"FLNI",2020,1344002
"FLNI",2021,2333230
"FLNI",2022,1906080
"FLNI",2023,2077954
"FLNI",2024,1922612
"FOBO",1979,36190
"FOBO",1980,31762
"FOBO",1981,31096
"FOBO",1982,30430
"FOBO",1983,29622
"FOBO",1984,30390
"FOBO",1985,34014
"FOBO",1986,49596
"FOBO",1987,40632
"FOBO",1988,43238
"FOBO",1989,45384
"FOBO",1990,45552
"FOBO",1991,48954
"FOBO",1992,55422
"FOBO",1993,55152
"FOBO",1994,66132
"FOBO",1995,63444
"FOBO",1996,63996
"FOBO",1997,57738
"FOBO",1998,55008
"FOBO",1999,56340
"FOBO",2000,53388
"FOBO",2001,53148
"FOBO",2002,49740
"FOBO",2003,50670
"FOBO",2004,56898
"FOBO",2005,57936
"FOBO",2006,64074
"FOBO",2007,60162
"FOBO",2008,60570
"FOBO",2009,57846
"FOBO",2010,56946
"FOBO",2011,50574
"FOBO",2012,47796
"FOBO",2013,48492
"FOBO",2014,41784
"FOBO",2015,46560
"FOBO",2016,48078
"FOBO",2017,50946
"FOBO",2018,50406
"FOBO",2019,45462
"FOBO",2020,38736
"FOBO",2021,55680
"FOBO",2022,47478
"FOBO",2023,50218
"FOBO",2024,51140
"FOBU",1979,59376
"FOBU",1980,42866
"FOBU",1981,49634
"FOBU",1982,73744
"FOBU",1983,77402
"FOBU",1984,51512
"FOBU",1985,56068
"FOBU",1986,56576
"FOBU",1987,73372
"FOBU",1988,75226
"FOBU",1989,71890
"FOBU",1990,113564
"FOBU",1991,116496
"FOBU",1992,102974
"FOBU",1993,114426
"FOBU",1994,130676
"FOBU",1995,139648
"FOBU",1996,102672
"FOBU",1997,114602
"FOBU",1998,121724
"FOBU",1999,119080
"FOBU",2000,112998
"FOBU",2001,106194
"FOBU",2002,102470
"FOBU",2003,95852
"FOBU",2004,93572
"FOBU",2005,89806
"FOBU",2006,83356
"FOBU",2007,106710
"FOBU",2008,94098
"FOBU",2009,97708
"FOBU",2010,100340
"FOBU",2011,92746
"FOBU",2012,86824
"FOBU",2013,89029
"FOBU",2014,87669
"FOBU",2015,96720
"FOBU",2016,105854
"FOBU",2017,142255
"FOBU",2018,101706
"FOBU",2019,98518
"FOBU",2020,69701
"FOBU",2021,105875
"FOBU",2022,91236
"FOBU",2023,98811
"FOBU",2024,115302
"FOCA",1979,676836
"FOCA",1980,514476
"FOCA",1981,443376
"FOCA",1982,606428
"FOCA",1983,561844
"FOCA",1984,580548
"FOCA",1985,656580
"FOCA",1986,543532
"FOCA",1987,337828
"FOCA",1988,331840
"FOCA",1989,366700
"FOCA",1990,403588
"FOCA",1991,529752
"FOCA",1992,520112
"FOCA",1993,518584
"FOCA",1994,647964
"FOCA",1995,497620
"FOCA",1996,490260
"FOCA",1997,521544
"FOCA",1998,517204
"FOCA",1999,704920
"FOCA",2000,759792
"FOCA",2001,781212
"FOCA",2002,738300
"FOCA",2003,722624
"FOCA",2004,686020
"FOCA",2005,582944
"FOCA",2006,896456
"FOCA",2007,1002464
"FOCA",2008,1119936
"FOCA",2009,1154424
"FOCA",2010,1199624
"FOCA",2011,1304596
"FOCA",2012,1309356
"FOCA",2013,1228344
"FOCA",2014,751372
"FOCA",2015,897672
"FOCA",2016,928328
"FOCA",2017,975840
"FOCA",2018,813104
"FOCA",2019,750632
"FOCA",2020,1617904
"FOCA",2021,1295408
"FOCA",2022,1317452
"FOCA",2023,1296016
"FOCA",2024,1041400
"FODA",1979,298212
"FODA",1980,287262
"FODA",1981,327772
"FODA",1982,370836
"FODA",1983,342408
"FODA",1984,327630
"FODA",1985,322802
"FODA",1986,303526
"FODA",1987,280474
"FODA",1988,285718
"FODA",1989,289232
"FODA",1990,297728
"FODA",1991,355238
"FODA",1992,397332
"FODA",1993,404240
"FODA",1994,397912
"FODA",1995,343754
"FODA",1996,363334
"FODA",1997,357760
"FODA",1998,364230
"FODA",1999,327886
"FODA",2000,287118
"FODA",2001,282578
"FODA",2002,286842
"FODA",2003,280310
"FODA",2004,277704
"FODA",2005,268512
"FODA",2006,249884
"FODA",2007,273648
"FODA",2008,251586
"FODA",2009,265254
"FODA",2010,245798
"FODA",2011,181566
"FODA",2012,229662
"FODA",2013,261502
"FODA",2014,309950
"FODA",2015,337784
"FODA",2016,372186
"FODA",2017,391464
"FODA",2018,308202
"FODA",2019,315264
"FODA",2020,230840
"FODA",2021,307686
"FODA",2022,273804
"FODA",2023,242168
"FODA",2024,256650
"FODO",1979,2576296
"FODO",1980,2909904
"FODO",1981,2522718
"FODO",1982,2047266
"FODO",1983,2523016
"FODO",1984,2478460
"FODO",1985,2586664
"FODO",1986,2798338
"FODO",1987,2628966
"FODO",1988,2676590
"FODO",1989,2916416
"FODO",1990,3036322
"FODO",1991,1847320
"FODO",1992,2048568
"FODO",1993,2010192
"FODO",1994,1957306
"FODO",1995,1982192
"FODO",1996,1883462
"FODO",1997,1864468
"FODO",1998,1900272
"FODO",1999,1935764
"FODO",2000,1850700
"FODO",2001,1793858
"FODO",2002,1823924
"FODO",2003,1826382
"FODO",2004,1807754
"FODO",2005,1728896
"FODO",2006,1848256
"FODO",2007,1891522
"FODO",2008,1662264
"FODO",2009,1465158
"FODO",2010,1616538
"FODO",2011,1639604
"FODO",2012,1827846
"FODO",2013,2037725
"FODO",2014,2025400
"FODO",2015,1979361
"FODO",2016,1978239
"FODO",2017,1559096
"FODO",2018,1591126
"FODO",2019,1965607
"FODO",2020,2163317
"FODO",2021,1844369
"FODO",2022,1508224
"FODO",2023,1500046
"FODO",2024,1449942
"FOFR",1979,1557564
"FOFR",1980,1209176
"FOFR",1981,1077858
"FOFR",1982,1011256
"FOFR",1983,1107458
"FOFR",1984,1085236
"FOFR",1985,997996
"FOFR",1986,1124998
"FOFR",1987,1174796
"FOFR",1988,1097388
"FOFR",1989,1235370
"FOFR",1990,1237686
"FOFR",1991,1302728
"FOFR",1992,1311584
"FOFR",1993,1347736
"FOFR",1994,1314586
"FOFR",1995,1209978
"FOFR",1996,1245474
"FOFR",1997,1350718
"FOFR",1998,1126652
"FOFR",1999,1135448
"FOFR",2000,985654
"FOFR",2001,1172686
"FOFR",2002,976466
"FOFR",2003,982134
"FOFR",2004,1020336
"FOFR",2005,1467012
"FOFR",2006,1276788
"FOFR",2007,1067724
"FOFR",2008,1001448
"FOFR",2009,1194430
"FOFR",2010,1187870
"FOFR",2011,1182066
"FOFR",2012,1058280
"FOFR",2013,878834
"FOFR",2014,921116
"FOFR",2015,816992
"FOFR",2016,779680
"FOFR",2017,760322
"FOFR",2018,742250
"FOFR",2019,857730
"FOFR",2020,856386
"FOFR",2021,418300
"FOFR",2022,989882
"FOFR",2023,1153848
"FOFR",2024,981090
"FOLA",1979,535616
"FOLA",1980,450938
"FOLA",1981,608078
"FOLA",1982,476500
"FOLA",1983,487258
"FOLA",1984,450548
"FOLA",1985,409688
"FOLA",1986,431870
"FOLA",1987,428024
"FOLA",1988,396672
"FOLA",1989,328436
"FOLA",1990,336290
"FOLA",1991,332508
"FOLA",1992,373490
"FOLA",1993,471594
"FOLA",1994,400568
"FOLA",1995,298246
"FOLA",1996,273848
"FOLA",1997,339300
"FOLA",1998,267630
"FOLA",1999,276212
"FOLA",2000,230094
"FOLA",2001,218476
"FOLA",2002,252202
"FOLA",2003,254108
"FOLA",2004,270022
"FOLA",2005,234108
"FOLA",2006,205084
"FOLA",2007,203150
"FOLA",2008,243318
"FOLA",2009,286448
"FOLA",2010,287470
"FOLA",2011,266404
"FOLA",2012,277808
"FOLA",2013,272111
"FOLA",2014,247009
"FOLA",2015,259898
"FOLA",2016,289041
"FOLA",2017,309385
"FOLA",2018,263884
"FOLA",2019,216277
"FOLA",2020,132158
"FOLA",2021,216337
"FOLA",2022,200106
"FOLA",2023,240268
"FOLA",2024,225076
"FOLS",1979,137448
"FOLS",1980,144216
"FOLS",1981,135696
"FOLS",1982,146514
