"UnitCode","Year","Visits"
"GUMO",1993,1573900
"GUMO",1994,1727399
"GUMO",1995,1783512
"GUMO",1996,1633351
"GUMO",1997,1747387
"GUMO",1998,1653838
"GUMO",1999,1678027
"GUMO",2000,1480004
"GUMO",2001,1587610
"GUMO",2002,1501318
"GUMO",2003,1357286
"GUMO",2004,1283693
"GUMO",2005,1217303
"GUMO",2006,1303625
"GUMO",2007,1208208
"GUMO",2008,1255802
"GUMO",2009,1383661
"GUMO",2010,1363754
"GUMO",2011,1069828
"GUMO",2012,1185928
"GUMO",2013,1225289
"GUMO",2014,1330678
"GUMO",2015,1266935
"GUMO",2016,1401950
"GUMO",2017,1637561
"GUMO",2018,1420590
"GUMO",2019,1325426
"GUMO",2020,976785
"GUMO",2021,1672887
"GUMO",2022,1762639
"GUMO",2023,1842202
"GUMO",2024,1799957
"GWCA",1979,225916
"GWCA",1980,273368
"GWCA",1981,253686
"GWCA",1982,315342
"GWCA",1983,364330
"GWCA",1984,377324
"GWCA",1985,630736
"GWCA",1986,683932
"GWCA",1987,554502
"GWCA",1988,154232
"GWCA",1989,277286
"GWCA",1990,226200
"GWCA",1991,157854
"GWCA",1992,257032
"GWCA",1993,159282
"GWCA",1994,172132
"GWCA",1995,169156
"GWCA",1996,161196
"GWCA",1997,185988
"GWCA",1998,204594
"GWCA",1999,173206
"GWCA",2000,241580
"GWCA",2001,190738
"GWCA",2002,195124
"GWCA",2003,188710
"GWCA",2004,178590
"GWCA",2005,209636
"GWCA",2006,170966
"GWCA",2007,167806
"GWCA",2008,185872
"GWCA",2009,178938
"GWCA",2010,161314
"GWCA",2011,141620
"GWCA",2012,139956
"GWCA",2013,152082
"GWCA",2014,191058
"GWCA",2015,173624
"GWCA",2016,213430
"GWCA",2017,213742
"GWCA",2018,204294
"GWCA",2019,227942
"GWCA",2020,122220
"GWCA",2021,118856
"GWCA",2022,136732
"GWCA",2023,171498
"GWCA",2024,179776
"GWMP",1979,16993744
"GWMP",1980,26866742
"GWMP",1981,36334526
"GWMP",1982,40426982
"GWMP",1983,36070580
"GWMP",1984,36340858
"GWMP",1985,38581058
"GWMP",1986,38003052
"GWMP",1987,41246288
"GWMP",1988,43790102
"GWMP",1989,20685252
"GWMP",1990,27474658
"GWMP",1991,24363706
"GWMP",1992,30580832
"GWMP",1993,115373546
"GWMP",1994,110987624
"GWMP",1995,130764892
"GWMP",1996,120883416
"GWMP",1997,122719500
"GWMP",1998,121490730
"GWMP",1999,122989038
"GWMP",2000,109573786
"GWMP",2001,116092786
"GWMP",2002,114757288
"GWMP",2003,116778918
"GWMP",2004,123933168
"GWMP",2005,127305498
"GWMP",2006,123122286
"GWMP",2007,123313098
"GWMP",2008,120386818
"GWMP",2009,116409308
"GWMP",2010,117014090
"GWMP",2011,120227590
"GWMP",2012,132076188
"GWMP",2013,131781739
"GWMP",2014,133078854
"GWMP",2015,132768915
"GWMP",2016,157636153
"GWMP",2017,142979077
"GWMP",2018,138366987
"GWMP",2019,140133403
"GWMP",2020,96073456
"GWMP",2021,113624902
"GWMP",2022,133747826
"GWMP",2023,139136078
"GWMP",2024,138178027
"HAFE",1979,4693504
"HAFE",1980,5897302
"HAFE",1981,6047904
"HAFE",1982,7317984
"HAFE",1983,6781492
"HAFE",1984,7255020
"HAFE",1985,6173144
"HAFE",1986,9077470
"HAFE",1987,9203610
"HAFE",1988,6972300
"HAFE",1989,6241680
"HAFE",1990,5426190
"HAFE",1991,4899190
"HAFE",1992,4493420
"HAFE",1993,4264820
"HAFE",1994,3943220
"HAFE",1995,3862470
"HAFE",1996,3145480
"HAFE",1997,3402460
"HAFE",1998,3710940
"HAFE",1999,3337380
"HAFE",2000,3176990
"HAFE",2001,3251560
"HAFE",2002,2862888
"HAFE",2003,2644790
"HAFE",2004,2607824
"HAFE",2005,2418074
"HAFE",2006,2675002
"HAFE",2007,2499080
"HAFE",2008,2541640
"HAFE",2009,2750444
"HAFE",2010,2688224
"HAFE",2011,2553488
"HAFE",2012,2631038
"HAFE",2013,2557128
"HAFE",2014,2612030
"HAFE",2015,2828938
"HAFE",2016,3356920
"HAFE",2017,3425338
"HAFE",2018,2657354
"HAFE",2019,2995762
"HAFE",2020,2344728
"HAFE",2021,3099012
"HAFE",2022,4070080
"HAFE",2023,4273164
"HAFE",2024,4880498
"HAFO",1995,64046
"HAFO",1996,58972
"HAFO",1997,59310
"HAFO",1998,66344
"HAFO",1999,65354
"HAFO",2000,68048
"HAFO",2001,61558
"HAFO",2002,66824
"HAFO",2003,79600
"HAFO",2004,108996
"HAFO",2005,117720
"HAFO",2006,129370
"HAFO",2007,123890
"HAFO",2008,115814
"HAFO",2009,136312
"HAFO",2010,148972
"HAFO",2011,105504
"HAFO",2012,119682
"HAFO",2013,105042
"HAFO",2014,112410
"HAFO",2015,123480
"HAFO",2016,129910
"HAFO",2017,155604
"HAFO",2018,132376
"HAFO",2019,118840
"HAFO",2020,70564
"HAFO",2021,41178
"HAFO",2022,125614
"HAFO",2023,167220
"HAFO",2024,195524
"HAGR",1979,1628
"HAGR",1980,0
"HAGR",1981,0
"HAGR",1982,0
"HAGR",1983,7954
"HAGR",1984,27484
"HAGR",1985,69816
"HAGR",1986,147978
"HAGR",1987,173050
"HAGR",1988,149596
"HAGR",1989,118186
"HAGR",1990,99540
"HAGR",1991,146174
"HAGR",1992,46884
"HAGR",1993,0
"HAGR",1994,0
"HAGR",1995,0
"HAGR",1996,0
"HAGR",1997,0
"HAGR",1998,119722
"HAGR",1999,159130
"HAGR",2000,150478
"HAGR",2001,82488
"HAGR",2002,48106
"HAGR",2003,48412
"HAGR",2004,49294
"HAGR",2005,58444
"HAGR",2006,23824
"HAGR",2007,330
"HAGR",2008,8166
"HAGR",2009,2444
"HAGR",2010,0
"HAGR",2011,35054
"HAGR",2012,64016
"HAGR",2013,73241
"HAGR",2014,74415
"HAGR",2015,122895
"HAGR",2016,289170
"HAGR",2017,291408
"HAGR",2018,230792
"HAGR",2019,253386
"HAGR",2020,85728
"HAGR",2021,87290
"HAGR",2022,148766
"HAGR",2023,164684
"HAGR",2024,208970
"HALE",1979,4620792
"HALE",1980,3866422
"HALE",1981,4315130
"HALE",1982,5297361
"HALE",1983,5940198
"HALE",1984,6869380
"HALE",1985,8146699
"HALE",1986,8727445
"HALE",1987,9094738
"HALE",1988,8977529
"HALE",1989,9331229
"HALE",1990,8613941
"HALE",1991,8426542
"HALE",1992,8370953
"HALE",1993,9385220
"HALE",1994,10583132
"HALE",1995,11124929
"HALE",1996,11004247
"HALE",1997,11592277
"HALE",1998,10207636
"HALE",1999,13104577
"HALE",2000,11026970
"HALE",2001,9762034
"HALE",2002,10348027
"HALE",2003,9541382
"HALE",2004,9329375
"HALE",2005,9401672
"HALE",2006,10127808
"HALE",2007,9028894
"HALE",2008,8493438
"HALE",2009,7919157
"HALE",2010,8176038
"HALE",2011,7250780
"HALE",2012,8239489
"HALE",2013,5738281
"HALE",2014,7997087
"HALE",2015,8447070
"HALE",2016,8669760
"HALE",2017,7796103
"HALE",2018,7291813
"HALE",2019,6681671
"HALE",2020,2167228
"HALE",2021,5689900
"HALE",2022,8175998
"HALE",2023,6618636
"HALE",2024,6024841
"HAMP",1979,175604
"HAMP",1980,328768
"HAMP",1981,278046
"HAMP",1982,324340
"HAMP",1983,312362
"HAMP",1984,338676
"HAMP",1985,276284
"HAMP",1986,171422
"HAMP",1987,123422
"HAMP",1988,114960
"HAMP",1989,140478
"HAMP",1990,137568
"HAMP",1991,140614
"HAMP",1992,109398
"HAMP",1993,134358
"HAMP",1994,130464
"HAMP",1995,135742
"HAMP",1996,132326
"HAMP",1997,131694
"HAMP",1998,125576
"HAMP",1999,85478
"HAMP",2000,97086
"HAMP",2001,99768
"HAMP",2002,116268
"HAMP",2003,113400
"HAMP",2004,116254
"HAMP",2005,100684
"HAMP",2006,122200
"HAMP",2007,125198
"HAMP",2008,178708
"HAMP",2009,199074
"HAMP",2010,163172
"HAMP",2011,163234
"HAMP",2012,190044
"HAMP",2013,163710
"HAMP",2014,164892
"HAMP",2015,175828
"HAMP",2016,177114
"HAMP",2017,164034
"HAMP",2018,150478
"HAMP",2019,143570
"HAMP",2020,46042
"HAMP",2021,47108
"HAMP",2022,64928
"HAMP",2023,75460
"HAMP",2024,63700
"HATU",2023,34416
"HATU",2024,54390
"HAVO",1979,23125948
"HAVO",1980,23813970
"HAVO",1981,25631944
"HAVO",1982,26709533
"HAVO",1983,29229685
"HAVO",1984,27143144
"HAVO",1985,15018480
"HAVO",1986,10385320
"HAVO",1987,11612415
"HAVO",1988,11919013
"HAVO",1989,12854148
"HAVO",1990,13316681
"HAVO",1991,22820155
"HAVO",1992,21856439
"HAVO",1993,21724550
"HAVO",1994,21213147
"HAVO",1995,21742440
"HAVO",1996,22596100
"HAVO",1997,29340121
"HAVO",1998,24369669
"HAVO",1999,26005812
"HAVO",2000,25512742
"HAVO",2001,24142448
"HAVO",2002,21731892
"HAVO",2003,21850017
"HAVO",2004,23817363
"HAVO",2005,27761244
"HAVO",2006,29657912
"HAVO",2007,28124434
"HAVO",2008,24973305
"HAVO",2009,24359076
"HAVO",2010,23887955
"HAVO",2011,24628958
"HAVO",2012,26459995
"HAVO",2013,27766319
"HAVO",2014,29609241
"HAVO",2015,31615090
"HAVO",2016,32257266
"HAVO",2017,34336342
"HAVO",2018,20568482
"HAVO",2019,24823201
"HAVO",2020,13788550
"HAVO",2021,23787672
"HAVO",2022,29265582
"HAVO",2023,28986942
"HAVO",2024,26437316
"HEHO",1979,858512
"HEHO",1980,889208
"HEHO",1981,1066000
"HEHO",1982,1055736
"HEHO",1983,1008648
"HEHO",1984,944116
"HEHO",1985,869780
"HEHO",1986,934160
"HEHO",1987,913056
"HEHO",1988,1279280
"HEHO",1989,1237724
"HEHO",1990,1271644
"HEHO",1991,1230940
"HEHO",1992,1260868
"HEHO",1993,931472
"HEHO",1994,1037732
"HEHO",1995,1006236
"HEHO",1996,1005428
"HEHO",1997,881344
"HEHO",1998,966128
"HEHO",1999,835800
"HEHO",2000,809660
"HEHO",2001,772960
"HEHO",2002,805648
"HEHO",2003,771856
"HEHO",2004,768580
"HEHO",2005,647256
"HEHO",2006,578320
"HEHO",2007,511592
"HEHO",2008,609024
"HEHO",2009,689944
"HEHO",2010,608448
"HEHO",2011,575396
"HEHO",2012,553648
"HEHO",2013,554076
"HEHO",2014,594744
"HEHO",2015,547016
"HEHO",2016,647928
"HEHO",2017,616876
"HEHO",2018,590748
"HEHO",2019,541152
"HEHO",2020,263480
"HEHO",2021,317772
"HEHO",2022,453618
"HEHO",2023,477312
"HEHO",2024,595272
"HOBE",1979,1077426
"HOBE",1980,841238
"HOBE",1981,1783106
"HOBE",1982,1633826
"HOBE",1983,1174790
"HOBE",1984,1295490
"HOBE",1985,1338310
"HOBE",1986,1243182
"HOBE",1987,1288356
"HOBE",1988,1414938
"HOBE",1989,1899476
"HOBE",1990,1940512
"HOBE",1991,1583668
"HOBE",1992,1909464
"HOBE",1993,1784530
"HOBE",1994,2884212
"HOBE",1995,3194958
"HOBE",1996,2552068
"HOBE",1997,2778696
"HOBE",1998,3015796
"HOBE",1999,3050460
"HOBE",2000,3152974
"HOBE",2001,3059664
"HOBE",2002,3554620
"HOBE",2003,3889540
"HOBE",2004,3201646
"HOBE",2005,2828126
"HOBE",2006,2955476
"HOBE",2007,2914930
"HOBE",2008,2715662
"HOBE",2009,2973952
"HOBE",2010,3042008
"HOBE",2011,2916864
"HOBE",2012,3023764
"HOBE",2013,2973651
"HOBE",2014,3019098
"HOBE",2015,3200271
"HOBE",2016,3596116
"HOBE",2017,3213044
"HOBE",2018,3203352
"HOBE",2019,372720
"HOBE",2020,268122
"HOBE",2021,465120
"HOBE",2022,538400
"HOBE",2023,571234
"HOBE",2024,489920
"HOCU",1979,180514
"HOCU",1980,189250
"HOCU",1981,202060
"HOCU",1982,159534
"HOCU",1983,155430
"HOCU",1984,157074
"HOCU",1985,149650
"HOCU",1986,160838
"HOCU",1987,173224
"HOCU",1988,167498
"HOCU",1989,158602
"HOCU",1990,142918
"HOCU",1991,145664
"HOCU",1992,133586
"HOCU",1993,131326
"HOCU",1994,146928
"HOCU",1995,161280
"HOCU",1996,162212
"HOCU",1997,122522
"HOCU",1998,170802
"HOCU",1999,147944
"HOCU",2000,126350
"HOCU",2001,123726
"HOCU",2002,122082
"HOCU",2003,279638
"HOCU",2004,214442
"HOCU",2005,180944
"HOCU",2006,182022
"HOCU",2007,181936
"HOCU",2008,168776
"HOCU",2009,205080
"HOCU",2010,203500
"HOCU",2011,203010
"HOCU",2012,236772
"HOCU",2013,193244
"HOCU",2014,218590
"HOCU",2015,261520
"HOCU",2016,348350
"HOCU",2017,374482
"HOCU",2018,344010
"HOCU",2019,362030
"HOCU",2020,214260
"HOCU",2021,287086
"HOCU",2022,311102
"HOCU",2023,372686
"HOCU",2024,392106
"HOFR",1979,1416836
"HOFR",1980,1634782
"HOFR",1981,1546670
"HOFR",1982,1266226
"HOFR",1983,1202406
"HOFR",1984,1273794
"HOFR",1985,1316030
"HOFR",1986,1230208
"HOFR",1987,1143020
"HOFR",1988,1101626
"HOFR",1989,1123546
"HOFR",1990,1090390
"HOFR",1991,1047606
"HOFR",1992,1061448
"HOFR",1993,1049334
"HOFR",1994,963704
"HOFR",1995,941322
"HOFR",1996,1095232
"HOFR",1997,1028560
"HOFR",1998,940102
"HOFR",1999,771166
"HOFR",2000,734668
"HOFR",2001,721292
"HOFR",2002,716714
"HOFR",2003,598646
"HOFR",2004,590918
"HOFR",2005,619076
"HOFR",2006,667842
"HOFR",2007,648226
"HOFR",2008,696714
"HOFR",2009,687514
"HOFR",2010,763972
"HOFR",2011,684002
"HOFR",2012,751494
"HOFR",2013,794536
"HOFR",2014,954696
"HOFR",2015,947846
"HOFR",2016,1015500
"HOFR",2017,970142
"HOFR",2018,809508
"HOFR",2019,765112
"HOFR",2020,186092
"HOFR",2021,191986
"HOFR",2022,512730
"HOFR",2023,599340
"HOFR",2024,617020
"HOFU",1979,593062
"HOFU",1980,724554
"HOFU",1981,637484
"HOFU",1982,670966
"HOFU",1983,714838
"HOFU",1984,665798
"HOFU",1985,684484
"HOFU",1986,616116
"HOFU",1987,572700
"HOFU",1988,579050
"HOFU",1989,455858
"HOFU",1990,438348
"HOFU",1991,473646
"HOFU",1992,505642
"HOFU",1993,482362
"HOFU",1994,417228
"HOFU",1995,388838
"HOFU",1996,404014
"HOFU",1997,379914
"HOFU",1998,382592
"HOFU",1999,328728
"HOFU",2000,306076
"HOFU",2001,287356
"HOFU",2002,269026
"HOFU",2003,238054
"HOFU",2004,222880
"HOFU",2005,221706
"HOFU",2006,218450
"HOFU",2007,248254
"HOFU",2008,218838
"HOFU",2009,235818
"HOFU",2010,247104
"HOFU",2011,199246
"HOFU",2012,234462
"HOFU",2013,204852
"HOFU",2014,213482
"HOFU",2015,227304
"HOFU",2016,240138
"HOFU",2017,218748
"HOFU",2018,205992
"HOFU",2019,221190
"HOFU",2020,152666
"HOFU",2021,218656
"HOFU",2022,255127
"HOFU",2023,241652
"HOFU",2024,217374
"HOME",1979,78104
"HOME",1980,69280
"HOME",1981,70686
"HOME",1982,82154
"HOME",1983,98110
"HOME",1984,93836
"HOME",1985,91410
"HOME",1986,167940
"HOME",1987,166126
"HOME",1988,141104
"HOME",1989,151362
"HOME",1990,153882
"HOME",1991,166488
"HOME",1992,177628
"HOME",1993,190682
"HOME",1994,126792
"HOME",1995,178112
"HOME",1996,196166
"HOME",1997,158990
"HOME",1998,209638
"HOME",1999,225446
"HOME",2000,236892
"HOME",2001,281242
"HOME",2002,283016
"HOME",2003,1034664
"HOME",2004,1041158
"HOME",2005,1155858
"HOME",2006,1191842
"HOME",2007,1335774
"HOME",2008,1245796
"HOME",2009,1308584
"HOME",2010,1496664
"HOME",2011,1412854
"HOME",2012,1493646
"HOME",2013,1210597
"HOME",2014,1301635
"HOME",2015,1395215
"HOME",2016,1547625
"HOME",2017,1674924
"HOME",2018,1204090
"HOME",2019,1074431
"HOME",2020,904644
"HOME",2021,1062735
"HOME",2022,1021444
"HOME",2023,1062432
"HOME",2024,993429
"HOSP",1979,13230665
"HOSP",1980,13350283
"HOSP",1981,13554313
"HOSP",1982,12819237
"HOSP",1983,13285030
"HOSP",1984,13538943
"HOSP",1985,13201888
"HOSP",1986,14066752
"HOSP",1987,13197283
"HOSP",1988,13462866
"HOSP",1989,14247263
"HOSP",1990,13057396
"HOSP",1991,13532882
"HOSP",1992,10177940
"HOSP",1993,10127629
"HOSP",1994,10688056
"HOSP",1995,10494401
"HOSP",1996,9997621
"HOSP",1997,9838878
"HOSP",1998,9868758
"HOSP",1999,9276885
"HOSP",2000,9305867
"HOSP",2001,9033570
"HOSP",2002,9715754
"HOSP",2003,10393423
"HOSP",2004,10614983
"HOSP",2005,14557282
"HOSP",2006,14892712
"HOSP",2007,14262533
"HOSP",2008,13251396
"HOSP",2009,13301577
"HOSP",2010,14071523
"HOSP",2011,14796851
"HOSP",2012,14017388
"HOSP",2013,13716888
"HOSP",2014,14305488
"HOSP",2015,14913600
"HOSP",2016,15868916
"HOSP",2017,11891648
"HOSP",2018,11303107
"HOSP",2019,11072306
"HOSP",2020,11541104
"HOSP",2021,17445537
"HOSP",2022,21049969
"HOSP",2023,19415151
"HOSP",2024,20104759
"HOVE",1979,188279
"HOVE",1980,171229
"HOVE",1981,166993
"HOVE",1982,176661
"HOVE",1983,168377
"HOVE",1984,179923
"HOVE",1985,176725
"HOVE",1986,195236
"HOVE",1987,238233
"HOVE",1988,253872
"HOVE",1989,312104
"HOVE",1990,306206
"HOVE",1991,310861
"HOVE",1992,333499
"HOVE",1993,282763
"HOVE",1994,289686
"HOVE",1995,282763
"HOVE",1996,131714
"HOVE",1997,178317
"HOVE",1998,203859
"HOVE",1999,360534
"HOVE",2000,331359
"HOVE",2001,293946
"HOVE",2002,257787
"HOVE",2003,254110
"HOVE",2004,232077
"HOVE",2005,232502
"HOVE",2006,226944
"HOVE",2007,226026
"HOVE",2008,231212
"HOVE",2009,250878
"HOVE",2010,251532
"HOVE",2011,235322
"HOVE",2012,235644
"HOVE",2013,218655
"HOVE",2014,249942
"HOVE",2015,332542
"HOVE",2016,380038
"HOVE",2017,381613
"HOVE",2018,366272
"HOVE",2019,325218
"HOVE",2020,171669
"HOVE",2021,255587
"HOVE",2022,262077
"HOVE",2023,297789
"HOVE",2024,332299
"HSTR",1984,343474
"HSTR",1985,392372
"HSTR",1986,391890
"HSTR",1987,354582
"HSTR",1988,430864
"HSTR",1989,399976
"HSTR",1990,406354
"HSTR",1991,395644
"HSTR",1992,398460
"HSTR",1993,254442
"HSTR",1994,234166
"HSTR",1995,246090
"HSTR",1996,234058
"HSTR",1997,221854
"HSTR",1998,196830
"HSTR",1999,183338
"HSTR",2000,165096
"HSTR",2001,164744
"HSTR",2002,163930
"HSTR",2003,151854
"HSTR",2004,135608
"HSTR",2005,135670
"HSTR",2006,123686
"HSTR",2007,112096
"HSTR",2008,108652
"HSTR",2009,100476
"HSTR",2010,96638
"HSTR",2011,99736
"HSTR",2012,103408
"HSTR",2013,99734
"HSTR",2014,102744
"HSTR",2015,113156
"HSTR",2016,120022
"HSTR",2017,156746
"HSTR",2018,114930
"HSTR",2019,108090
"HSTR",2020,29454
"HSTR",2021,36446
"HSTR",2022,72228
"HSTR",2023,88708
"HSTR",2024,80810
"HUTR",1979,440766
"HUTR",1980,300448
"HUTR",1981,456104
"HUTR",1982,447492
"HUTR",1983,410388
"HUTR",1984,402118
"HUTR",1985,354376
"HUTR",1986,432340
"HUTR",1987,411824
"HUTR",1988,461460
"HUTR",1989,535660
"HUTR",1990,560082
"HUTR",1991,643290
"HUTR",1992,716572
"HUTR",1993,773224
"HUTR",1994,730220
"HUTR",1995,734238
"HUTR",1996,779088
"HUTR",1997,814972
"HUTR",1998,834384
"HUTR",1999,625748
"HUTR",2000,667714
"HUTR",2001,722994
"HUTR",2002,608464
"HUTR",2003,508386
"HUTR",2004,406856
"HUTR",2005,301494
"HUTR",2006,231244
"HUTR",2007,221220
"HUTR",2008,199206
"HUTR",2009,312386
"HUTR",2010,255700
"HUTR",2011,278912
"HUTR",2012,238964
"HUTR",2013,240838
"HUTR",2014,258420
"HUTR",2015,212462
"HUTR",2016,215350
"HUTR",2017,150206
"HUTR",2018,130669
"HUTR",2019,163809
"HUTR",2020,45882
"HUTR",2021,75756
"HUTR",2022,162996
"HUTR",2023,175647
"HUTR",2024,152084
"IATR",2024,118844
"INDE",1979,12769866
"INDE",1980,13028554
"INDE",1981,11189512
"INDE",1982,13061736
"INDE",1983,14549144
"INDE",1984,14473576
"INDE",1985,14316418
"INDE",1986,15284852
"INDE",1987,26007186
"INDE",1988,15785096
"INDE",1989,15640110
"INDE",1990,16522766
"INDE",1991,16307110
"INDE",1992,16753710
"INDE",1993,16884682
"INDE",1994,15784640
"INDE",1995,15354076
"INDE",1996,15667192
"INDE",1997,15923194
"INDE",1998,15120416
"INDE",1999,15386358
"INDE",2000,15891362
"INDE",2001,14105296
"INDE",2002,14674508
"INDE",2003,13534938
"INDE",2004,20469198
"INDE",2005,19794730
"INDE",2006,17792476
"INDE",2007,18695224
"INDE",2008,20546326
"INDE",2009,19956624
"INDE",2010,18814356
"INDE",2011,17883148
"INDE",2012,18121762
"INDE",2013,17848602
"INDE",2014,18333174
"INDE",2015,21720238
"INDE",2016,25540092
"INDE",2017,24082528
"INDE",2018,22959054
"INDE",2019,22771530
"INDE",2020,4536528
"INDE",2021,7494842
"INDE",2022,13485144
"INDE",2023,15284100
"INDE",2024,14101820
"INDU",1979,27950608
"INDU",1980,25604482
"INDU",1981,21033372
"INDU",1982,8826480
"INDU",1983,12023772
"INDU",1984,12257038
"INDU",1985,13713172
"INDU",1986,11091544
"INDU",1987,11948842
"INDU",1988,14169720
"INDU",1989,13417038
"INDU",1990,12565318
"INDU",1991,13380272
"INDU",1992,12849249
"INDU",1993,13263555
"INDU",1994,12207150
"INDU",1995,12358803
"INDU",1996,11069293
"INDU",1997,10738304
"INDU",1998,15202065
"INDU",1999,13471931
"INDU",2000,14207277
"INDU",2001,13603070
"INDU",2002,15359636
"INDU",2003,14807309
"INDU",2004,13969949
"INDU",2005,15930313
"INDU",2006,14374957
"INDU",2007,14610395
"INDU",2008,14136660
"INDU",2009,14882143
"INDU",2010,16160272
"INDU",2011,13905229
"INDU",2012,13906370
"INDU",2013,12571944
"INDU",2014,11441183
"INDU",2015,12189127
"INDU",2016,12547554
"INDU",2017,16000208
"INDU",2018,12983613
"INDU",2019,15791630
"INDU",2020,16997803
"INDU",2021,22923736
"INDU",2022,21292112
"INDU",2023,20969675
"INDU",2024,20293434
"ISRO",1979,3408398
"ISRO",1980,3148446
"ISRO",1981,2985912
"ISRO",1982,2841367
"ISRO",1983,2750909
"ISRO",1984,2463656
"ISRO",1985,2732795
"ISRO",1986,2910162
"ISRO",1987,2811354
"ISRO",1988,2732970
"ISRO",1989,2811248
"ISRO",1990,2934813
"ISRO",1991,2950064
"ISRO",1992,2999475
"ISRO",1993,3104080
"ISRO",1994,3345551
"ISRO",1995,3407822
"ISRO",1996,3588253
"ISRO",1997,3185604
"ISRO",1998,3318020
"ISRO",1999,3320414
"ISRO",2000,3141258
"ISRO",2001,3443441
"ISRO",2002,2973874
"ISRO",2003,2934613
"ISRO",2004,2714863
"ISRO",2005,2788970
"ISRO",2006,2682820
"ISRO",2007,2645185
"ISRO",2008,2393618
"ISRO",2009,2216943
"ISRO",2010,2536804
"ISRO",2011,2523810
"ISRO",2012,2490727
"ISRO",2013,2415909
"ISRO",2014,2343688
"ISRO",2015,2345251
"ISRO",2016,2596624
"ISRO",2017,2660322
"ISRO",2018,2728177
"ISRO",2019,2890632
"ISRO",2020,675092
"ISRO",2021,3067180
"ISRO",2022,3077451
"ISRO",2023,3338906
"ISRO",2024,3371284
"JAGA",1997,24444
"JAGA",1998,155352
"JAGA",1999,144354
"JAGA",2000,141774
"JAGA",2001,126690
"JAGA",2002,101754
"JAGA",2003,107904
"JAGA",2004,83838
"JAGA",2005,92004
"JAGA",2006,119496
"JAGA",2007,115176
"JAGA",2008,163734
"JAGA",2009,102600
"JAGA",2010,149118
"JAGA",2011,188994
"JAGA",2012,218250
"JAGA",2013,126162
"JAGA",2014,107736
"JAGA",2015,147036
"JAGA",2016,272622
"JAGA",2017,321216
"JAGA",2018,245010
"JAGA",2019,247830
"JAGA",2020,88782
"JAGA",2021,125892
"JAGA",2022,193038
"JAGA",2023,219318
"JAGA",2024,238026
"JAZZ",2000,85174
"JAZZ",2001,278444
"JAZZ",2002,232220
"JAZZ",2003,212654
"JAZZ",2004,235884
"JAZZ",2005,201662
"JAZZ",2006,163590
"JAZZ",2007,262386
"JAZZ",2008,357346
"JAZZ",2009,414728
"JAZZ",2010,409682
"JAZZ",2011,650732
"JAZZ",2012,969960
"JAZZ",2013,1113536
"JAZZ",2014,229028
"JAZZ",2015,282376
"JAZZ",2016,260456
"JAZZ",2017,261818
"JAZZ",2018,338678
"JAZZ",2019,247604
"JAZZ",2020,57706
"JAZZ",2021,71554
"JAZZ",2022,169536
"JAZZ",2023,207540
"JAZZ",2024,244616
"JECA",1979,405436
"JECA",1980,440902
"JECA",1981,500924
"JECA",1982,431310
"JECA",1983,445862
"JECA",1984,496238
"JECA",1985,580668
"JECA",1986,630216
"JECA",1987,684700
"JECA",1988,634724
"JECA",1989,662962
"JECA",1990,709328
"JECA",1991,798194
"JECA",1992,800140
"JECA",1993,776688
"JECA",1994,980510
"JECA",1995,665340
"JECA",1996,618760
"JECA",1997,567970
"JECA",1998,565144
"JECA",1999,582180
"JECA",2000,544760
"JECA",2001,526698
"JECA",2002,559176
"JECA",2003,787378
"JECA",2004,684354
"JECA",2005,647258
"JECA",2006,621950
"JECA",2007,642594
"JECA",2008,633304
"JECA",2009,795514
"JECA",2010,670758
"JECA",2011,526460
"JECA",2012,1145222
"JECA",2013,1018019
"JECA",2014,1006986
"JECA",2015,1106416
"JECA",2016,1275428
"JECA",2017,1307712
"JECA",2018,1065458
"JECA",2019,877170
"JECA",2020,288066
"JECA",2021,688861
"JECA",2022,904224
"JECA",2023,947487
"JECA",2024,1117824
"JEFF",1979,7789744
"JEFF",1980,8070716
"JEFF",1981,9659496
"JEFF",1982,17731330
"JEFF",1983,11828826
"JEFF",1984,6842756
"JEFF",1985,8564048
"JEFF",1986,9276830
"JEFF",1987,9801654
"JEFF",1988,10273954
"JEFF",1989,10416930
"JEFF",1990,9896736
"JEFF",1991,10919152
"JEFF",1992,10049128
"JEFF",1993,10596250
"JEFF",1994,10533604
"JEFF",1995,33088436
"JEFF",1996,37566556
"JEFF",1997,35434004
"JEFF",1998,35361382
"JEFF",1999,36076482
"JEFF",2000,35866466
"JEFF",2001,36368572
"JEFF",2002,34204994
"JEFF",2003,27550798
"JEFF",2004,28552604
"JEFF",2005,30112206
"JEFF",2006,26325214
"JEFF",2007,24574984
"JEFF",2008,20229124
"JEFF",2009,24233834
"JEFF",2010,25022000
"JEFF",2011,23154266
"JEFF",2012,25541122
"JEFF",2013,24385028
"JEFF",2014,18577442
"JEFF",2015,16986558
"JEFF",2016,12718554
"JEFF",2017,13981884
"JEFF",2018,20161828
"JEFF",2019,20553084
"JEFF",2020,4218206
"JEFF",2021,11450812
"JEFF",2022,16157458
"JEFF",2023,15506150
"JEFF",2024,16403532
"JEFM",1979,5432214
"JEFM",1980,2839576
"JEFM",1981,5881352
"JEFM",1982,3812398
"JEFM",1983,4738412
"JEFM",1984,10216394
"JEFM",1985,6784426
"JEFM",1986,9687720
"JEFM",1987,5455868
"JEFM",1988,3988600
"JEFM",1989,2771434
"JEFM",1990,2382308
